ID,heure,temperature,hygrometrie,masse,position
348,2024/01/15 12:00:00,45.16,46.71,95.55,"58.66906,-141.250753"
349,2024/01/15 13:00:00,25.19,28.07,73.67,"20.38761,53.258451"
350,2024/01/15 14:00:00,32.24,72.98,41.47,"51.200565,-10.027302"
351,2024/01/15 15:00:00,16.22,29.44,66.68,"80.657306,116.371743"
352,2024/01/15 16:00:00,49.23,97.42,40.49,"45.673733,97.837842"
353,2024/01/15 17:00:00,7.35,80.59,12.37,"-61.993932,-172.351894"
354,2024/01/15 18:00:00,0.85,76.25,98.83,"19.805166,74.584759"
355,2024/01/15 19:00:00,29.98,13.57,27.07,"-77.642831,-48.881881"
356,2024/01/15 20:00:00,30.65,92.17,27.05,"56.123983,91.620966"
357,2024/01/15 21:00:00,19.38,42.02,53.61,"-75.906942,-61.334554"
358,2024/01/15 22:00:00,30.05,1.66,0.01,"-65.102694,81.085482"
359,2024/01/15 23:00:00,42.81,58.47,45.04,"-13.943331,136.083405"
360,2024/01/16 00:00:00,26.28,18.79,28.19,"-53.708439,158.036518"
361,2024/01/16 01:00:00,10.34,74.47,0.71,"-34.319671,146.820336"
362,2024/01/16 02:00:00,9.11,78.11,59.58,"17.398643,134.422098"
363,2024/01/16 03:00:00,4.66,50.91,29.64,"52.115614,163.471404"
364,2024/01/16 04:00:00,40.91,40.26,76.07,"70.444876,-73.079552"
365,2024/01/16 05:00:00,7.99,71.95,5.92,"-55.056524,83.707751"
366,2024/01/16 06:00:00,17.44,75.35,43.43,"-43.514393,-86.970354"
367,2024/01/16 07:00:00,2.68,57.03,95.06,"-18.826333,-165.162297"
368,2024/01/16 08:00:00,28.36,30.22,34.43,"53.557871,60.332704"
369,2024/01/16 09:00:00,18.14,34.25,16.31,"70.157634,90.755292"
370,2024/01/16 10:00:00,49.13,1.79,5.13,"-55.653,48.135074"
371,2024/01/16 11:00:00,30.69,56.98,23.46,"59.960666,-67.558986"
372,2024/01/16 12:00:00,3.19,15.65,8.43,"3.249603,85.891198"
373,2024/01/16 13:00:00,40.06,54.5,19.82,"-64.15247,-89.712197"
374,2024/01/16 14:00:00,1.24,29.61,42.11,"60.388848,-144.864547"
375,2024/01/16 15:00:00,37.58,26.43,9.0,"5.820868,61.321249"
376,2024/01/16 16:00:00,15.48,67.89,86.88,"45.433041,23.24577"
377,2024/01/16 17:00:00,22.81,55.11,87.86,"-63.348493,48.766927"
378,2024/01/16 18:00:00,24.96,18.15,85.16,"-89.160675,-12.103872"
379,2024/01/16 19:00:00,43.7,85.44,33.95,"10.705941,-8.675207"
380,2024/01/16 20:00:00,44.25,55.79,39.39,"-84.767005,-8.442558"
381,2024/01/16 21:00:00,25.4,23.06,54.82,"-0.213341,-8.768692"
382,2024/01/16 22:00:00,39.83,86.68,97.43,"51.693578,-172.01819"
383,2024/01/16 23:00:00,7.73,13.78,74.59,"56.034013,155.962458"
384,2024/01/17 00:00:00,35.22,4.98,32.76,"-35.025542,-123.062657"
385,2024/01/17 01:00:00,8.69,6.16,37.29,"-73.789219,116.092172"
386,2024/01/17 02:00:00,37.91,98.78,0.61,"-28.716976,18.623991"
387,2024/01/17 03:00:00,33.29,96.24,68.06,"76.87751,-12.939145"
388,2024/01/17 04:00:00,48.17,87.4,96.5,"84.686578,-1.55368"
389,2024/01/17 05:00:00,4.09,17.4,97.97,"-80.980307,108.822541"
390,2024/01/17 06:00:00,37.97,49.31,48.81,"74.517313,-168.026208"
391,2024/01/17 07:00:00,20.95,50.94,41.61,"89.181696,128.768879"
392,2024/01/17 08:00:00,47.6,48.48,7.02,"-70.98395,49.212717"
393,2024/01/17 09:00:00,12.35,70.1,36.11,"81.121274,-93.773949"
394,2024/01/17 10:00:00,42.02,42.74,24.78,"-7.757026,68.068361"
395,2024/01/17 11:00:00,9.83,5.22,72.87,"-73.273453,173.454147"
396,2024/01/17 12:00:00,47.6,28.64,37.0,"60.478075,67.868929"
397,2024/01/17 13:00:00,6.31,72.61,56.53,"-75.044696,61.728644"
398,2024/01/17 14:00:00,7.89,55.47,68.88,"22.125034,59.477361"
399,2024/01/17 15:00:00,0.99,76.28,64.47,"-65.320583,50.072476"
400,2024/01/17 16:00:00,5.31,25.98,11.54,"50.507148,-117.202344"
401,2024/01/17 17:00:00,6.32,71.71,97.48,"8.640831,-165.613727"
402,2024/01/17 18:00:00,2.82,7.24,69.72,"-84.868635,12.540085"
403,2024/01/17 19:00:00,16.09,21.01,41.93,"74.744497,-156.603203"
404,2024/01/17 20:00:00,37.05,32.72,89.86,"-81.26359,-145.032031"
405,2024/01/17 21:00:00,20.78,32.38,43.43,"38.831202,-97.521274"
406,2024/01/17 22:00:00,38.95,55.52,6.8,"40.07441,81.379611"
407,2024/01/17 23:00:00,7.15,2.57,56.36,"67.241862,131.315344"
408,2024/01/18 00:00:00,34.86,43.53,59.01,"-57.509031,21.049151"
409,2024/01/18 01:00:00,23.14,60.3,80.51,"84.175021,112.92655"
410,2024/01/18 02:00:00,38.88,20.71,58.51,"48.845084,-166.038715"
411,2024/01/18 03:00:00,18.01,8.17,60.1,"-69.15792,163.063888"
412,2024/01/18 04:00:00,36.2,66.99,19.14,"45.972901,172.204088"
413,2024/01/18 05:00:00,23.68,10.16,9.04,"-0.462615,145.474602"
414,2024/01/18 06:00:00,19.18,91.94,66.29,"-53.122082,-152.916899"
415,2024/01/18 07:00:00,41.43,85.91,98.66,"-45.250207,65.641716"
416,2024/01/18 08:00:00,33.35,15.33,47.96,"81.284663,101.898531"
417,2024/01/18 09:00:00,17.89,14.48,11.2,"86.507903,90.694501"
418,2024/01/18 10:00:00,7.8,28.02,30.36,"-53.306828,-134.330494"
419,2024/01/18 11:00:00,17.87,68.72,3.98,"36.229593,-40.250795"
420,2024/01/18 12:00:00,7.12,39.41,44.91,"-44.226688,-123.882434"
421,2024/01/18 13:00:00,22.82,52.33,19.22,"79.762094,-172.708971"
422,2024/01/18 14:00:00,35.03,3.66,43.12,"-20.560679,8.207196"
423,2024/01/18 15:00:00,8.81,4.88,60.73,"-3.197338,-112.680334"
424,2024/01/18 16:00:00,36.23,26.66,73.68,"80.673996,-142.183768"
425,2024/01/18 17:00:00,30.56,51.87,27.34,"-78.698128,64.65014"
426,2024/01/18 18:00:00,21.1,4.16,83.61,"-65.054322,-7.360456"
427,2024/01/18 19:00:00,7.7,36.86,13.78,"-16.48683,171.487914"
428,2024/01/18 20:00:00,6.81,65.77,75.9,"-39.283409,96.093957"
429,2024/01/18 21:00:00,31.67,69.89,22.5,"-53.027152,164.552617"
430,2024/01/18 22:00:00,10.56,66.42,32.84,"81.615966,40.855035"
431,2024/01/18 23:00:00,33.98,88.1,86.48,"6.101107,-59.60295"
432,2024/01/19 00:00:00,6.64,70.79,71.12,"25.992489,172.531094"
433,2024/01/19 01:00:00,36.85,23.83,55.68,"50.942503,-113.750821"
434,2024/01/19 02:00:00,30.95,17.13,92.6,"34.606368,37.065515"
435,2024/01/19 03:00:00,1.38,66.5,26.38,"-26.901517,-39.97637"
436,2024/01/19 04:00:00,12.66,4.77,25.5,"68.161131,-22.775333"
437,2024/01/19 05:00:00,45.48,45.63,84.78,"45.904672,151.78455"
438,2024/01/19 06:00:00,49.54,1.98,35.78,"-16.504685,-7.181924"
439,2024/01/19 07:00:00,11.86,37.67,9.77,"86.576785,108.965943"
440,2024/01/19 08:00:00,28.13,61.1,3.54,"55.91963,-27.359527"
441,2024/01/19 09:00:00,41.1,35.4,77.04,"-11.671756,-149.854119"
442,2024/01/19 10:00:00,18.09,36.25,84.41,"53.212902,148.767521"
443,2024/01/19 11:00:00,32.86,60.98,71.45,"-65.235222,-25.704013"
444,2024/01/19 12:00:00,27.52,27.62,3.98,"18.950748,-59.702505"
445,2024/01/19 13:00:00,2.98,18.88,35.68,"-50.121084,-36.081371"
446,2024/01/19 14:00:00,49.75,93.83,73.55,"71.567007,-11.342155"
447,2024/01/19 15:00:00,6.53,31.88,68.82,"-20.362176,-89.601966"
448,2024/01/19 16:00:00,4.87,46.43,69.86,"-57.804573,-169.461315"
449,2024/01/19 17:00:00,44.91,71.32,42.27,"67.934051,168.84671"
450,2024/01/19 18:00:00,4.19,88.34,83.78,"-44.670659,40.144594"
451,2024/01/19 19:00:00,31.27,87.8,75.87,"89.231504,60.745246"
452,2024/01/19 20:00:00,23.38,53.82,56.13,"-76.563027,179.010546"
453,2024/01/19 21:00:00,8.4,59.54,41.47,"-89.409203,84.611799"
454,2024/01/19 22:00:00,23.69,78.45,82.95,"-55.979082,178.073901"
455,2024/01/19 23:00:00,4.68,56.03,27.24,"-42.684115,-66.89855"
456,2024/01/20 00:00:00,44.13,88.96,51.51,"84.136222,75.469086"
457,2024/01/20 01:00:00,47.74,8.51,82.6,"82.297351,18.700936"
458,2024/01/20 02:00:00,17.5,32.11,69.06,"52.708526,-58.165472"
459,2024/01/20 03:00:00,8.22,45.67,73.38,"78.216944,-124.342401"
460,2024/01/20 04:00:00,34.55,26.53,55.06,"28.976071,49.006981"
461,2024/01/20 05:00:00,24.12,27.72,32.75,"-47.29005,-166.089621"
462,2024/01/20 06:00:00,20.35,17.79,5.39,"-18.906787,-154.581579"
463,2024/01/20 07:00:00,13.74,94.22,49.57,"3.600753,125.852221"
464,2024/01/20 08:00:00,45.54,47.62,47.82,"-34.967547,-52.774085"
465,2024/01/20 09:00:00,42.31,33.47,97.6,"-18.378311,61.151507"
466,2024/01/20 10:00:00,32.13,25.46,82.9,"78.124349,-142.94881"
467,2024/01/20 11:00:00,45.87,97.58,80.29,"-87.041798,-48.762073"
468,2024/01/20 12:00:00,14.67,59.13,24.63,"-32.188452,-99.508359"
469,2024/01/20 13:00:00,2.64,66.63,48.9,"65.027909,-11.749828"
470,2024/01/20 14:00:00,48.47,71.51,88.47,"58.112218,-134.289743"
471,2024/01/20 15:00:00,9.91,62.96,76.07,"63.139793,-137.95332"
472,2024/01/20 16:00:00,36.08,35.17,63.83,"-86.769942,146.222339"
473,2024/01/20 17:00:00,5.12,65.81,64.26,"11.921487,-131.637258"
474,2024/01/20 18:00:00,2.63,43.43,77.71,"-33.513122,27.241918"
475,2024/01/20 19:00:00,29.54,99.78,23.26,"50.155794,-27.838491"
476,2024/01/20 20:00:00,2.31,26.47,24.01,"64.455116,142.056442"
477,2024/01/20 21:00:00,11.9,42.29,34.71,"-36.340793,-171.997859"
478,2024/01/20 22:00:00,49.71,8.63,97.82,"72.537783,-171.282258"
479,2024/01/20 23:00:00,37.96,76.23,43.23,"-34.56823,166.850052"
480,2024/01/21 00:00:00,1.37,5.5,7.56,"-79.987695,-82.270925"
481,2024/01/21 01:00:00,48.92,4.94,99.1,"78.893775,-61.053159"
482,2024/01/21 02:00:00,49.18,14.14,84.2,"6.858817,-137.5811"
483,2024/01/21 03:00:00,6.5,27.71,94.84,"5.673968,18.253551"
484,2024/01/21 04:00:00,1.87,10.34,50.9,"-46.171525,-103.873705"
485,2024/01/21 05:00:00,35.2,95.01,69.91,"70.618502,-92.537572"
486,2024/01/21 06:00:00,16.3,77.49,7.54,"-89.414405,98.788685"
487,2024/01/21 07:00:00,15.56,60.74,28.54,"-55.225683,-83.26792"
488,2024/01/21 08:00:00,18.42,91.56,73.1,"-29.082931,32.156164"
489,2024/01/21 09:00:00,43.61,90.11,44.14,"63.765977,65.351054"
490,2024/01/21 10:00:00,9.43,26.59,80.8,"86.518288,160.490887"
491,2024/01/21 11:00:00,11.97,98.21,69.34,"-78.584612,-12.505928"
492,2024/01/21 12:00:00,5.36,26.64,91.84,"69.223158,94.792195"
493,2024/01/21 13:00:00,42.67,47.55,25.28,"55.642658,-118.799757"
494,2024/01/21 14:00:00,43.09,4.34,20.93,"-66.316427,78.439573"
495,2024/01/21 15:00:00,47.79,93.03,45.28,"-19.572819,165.232066"
496,2024/01/21 16:00:00,36.86,12.53,22.76,"73.972713,-138.734491"
497,2024/01/21 17:00:00,35.39,35.73,20.08,"-59.497476,178.913324"
498,2024/01/21 18:00:00,20.24,56.6,81.36,"-5.736373,8.913579"
499,2024/01/21 19:00:00,8.06,9.48,17.3,"9.904125,-115.298609"
500,2024/01/21 20:00:00,44.22,44.41,16.39,"12.053043,-175.928021"
501,2024/01/21 21:00:00,0.74,22.49,8.14,"-78.357289,59.115468"
502,2024/01/21 22:00:00,40.71,15.89,16.13,"51.000745,-124.608807"
503,2024/01/21 23:00:00,7.64,53.67,71.72,"15.179122,172.881516"
504,2024/01/22 00:00:00,6.87,36.26,60.85,"-21.719009,-29.221899"
505,2024/01/22 01:00:00,27.5,89.93,66.95,"21.613986,160.787341"
506,2024/01/22 02:00:00,16.75,25.8,0.85,"88.596505,77.970059"
507,2024/01/22 03:00:00,10.67,26.06,1.21,"55.769394,134.449459"
508,2024/01/22 04:00:00,14.45,36.19,67.52,"21.077126,-9.487749"
509,2024/01/22 05:00:00,19.38,44.45,51.72,"-14.872863,-9.296808"
510,2024/01/22 06:00:00,23.11,88.49,79.45,"3.889907,-136.912961"
511,2024/01/22 07:00:00,30.62,10.57,11.19,"68.802921,-160.536946"
512,2024/01/22 08:00:00,33.75,81.57,59.94,"-40.128483,-111.498597"
513,2024/01/22 09:00:00,16.93,61.04,38.12,"-2.890981,-164.747029"
514,2024/01/22 10:00:00,13.09,76.67,8.23,"47.945719,72.729979"
515,2024/01/22 11:00:00,34.83,81.73,18.18,"61.666018,7.896585"
516,2024/01/22 12:00:00,32.96,5.81,49.08,"30.780729,-145.402286"
517,2024/01/22 13:00:00,40.09,52.88,12.99,"-68.774262,93.133068"
518,2024/01/22 14:00:00,36.74,56.04,68.23,"44.627169,83.579072"
519,2024/01/22 15:00:00,39.08,71.46,93.66,"32.932754,-69.015834"
520,2024/01/22 16:00:00,22.61,28.82,60.27,"82.574192,170.381868"
521,2024/01/22 17:00:00,2.7,81.19,23.26,"16.610953,-136.001845"
522,2024/01/22 18:00:00,26.02,57.29,17.94,"30.563377,-100.280301"
523,2024/01/22 19:00:00,7.41,26.05,72.0,"23.081044,-16.081957"
524,2024/01/22 20:00:00,2.64,68.82,78.09,"44.80528,179.653468"
525,2024/01/22 21:00:00,41.49,66.45,20.38,"-42.033079,-145.385763"
526,2024/01/22 22:00:00,10.91,11.1,43.7,"87.029156,-66.620548"
527,2024/01/22 23:00:00,39.83,1.1,91.85,"-75.698398,-16.728451"
528,2024/01/23 00:00:00,49.68,96.06,83.99,"33.070075,-86.802521"
529,2024/01/23 01:00:00,15.41,52.84,31.79,"4.554444,-96.301384"
530,2024/01/23 02:00:00,5.43,99.67,48.67,"70.183113,-129.59178"
531,2024/01/23 03:00:00,22.91,90.12,63.1,"36.955304,138.734772"
532,2024/01/23 04:00:00,36.62,87.59,55.38,"73.424968,-53.178936"
533,2024/01/23 05:00:00,33.38,75.82,80.0,"-43.837901,114.604611"
534,2024/01/23 06:00:00,33.1,8.7,88.01,"40.089733,-175.550275"
535,2024/01/23 07:00:00,35.41,42.56,18.15,"7.244949,3.003647"
536,2024/01/23 08:00:00,38.03,85.04,0.55,"-64.505878,-171.966721"
537,2024/01/23 09:00:00,47.91,88.32,41.11,"-3.345104,149.854184"
538,2024/01/23 10:00:00,32.96,6.17,63.33,"58.796937,38.807947"
539,2024/01/23 11:00:00,40.6,72.06,60.06,"-55.155135,-35.240828"
540,2024/01/23 12:00:00,47.19,31.33,1.86,"-27.013376,-72.870976"
541,2024/01/23 13:00:00,17.21,64.56,61.28,"15.799706,47.461741"
542,2024/01/23 14:00:00,38.92,69.71,20.4,"56.174062,23.224045"
543,2024/01/23 15:00:00,25.65,91.8,35.8,"85.049526,118.969184"
544,2024/01/23 16:00:00,10.29,4.04,42.7,"72.445666,-166.480537"
545,2024/01/23 17:00:00,12.94,33.03,99.47,"-73.34716,46.770321"
546,2024/01/23 18:00:00,12.71,67.79,39.13,"-51.366078,-175.97721"
547,2024/01/23 19:00:00,38.79,87.65,69.17,"85.151911,-31.909529"
548,2024/01/23 20:00:00,1.64,17.15,57.6,"21.586382,141.492503"
549,2024/01/23 21:00:00,37.43,23.94,29.24,"-46.260787,-88.278959"
550,2024/01/23 22:00:00,38.45,66.78,25.66,"-21.694811,-51.310037"
551,2024/01/23 23:00:00,9.94,48.38,90.33,"-28.390024,-55.386867"
552,2024/01/24 00:00:00,23.18,51.42,96.21,"-62.465223,-104.753431"
553,2024/01/24 01:00:00,30.46,37.86,45.46,"-24.094793,-73.60811"
554,2024/01/24 02:00:00,15.56,36.02,85.06,"-84.746252,-179.308454"
555,2024/01/24 03:00:00,35.38,9.56,3.47,"10.502746,-25.558358"
556,2024/01/24 04:00:00,42.91,55.03,91.51,"67.645444,-169.411071"
557,2024/01/24 05:00:00,7.83,47.08,94.06,"-53.755767,-125.265311"
558,2024/01/24 06:00:00,9.32,57.37,86.84,"73.318122,97.558753"
559,2024/01/24 07:00:00,39.35,27.05,55.3,"56.900327,160.39317"
560,2024/01/24 08:00:00,8.41,12.83,50.64,"-6.191628,-22.011193"
561,2024/01/24 09:00:00,41.74,18.85,41.5,"31.887416,-39.668564"
562,2024/01/24 10:00:00,1.88,72.07,77.07,"50.706686,-164.924504"
563,2024/01/24 11:00:00,39.59,60.72,51.04,"12.029804,-62.746126"
564,2024/01/24 12:00:00,42.89,92.37,14.41,"26.003256,-61.428642"
565,2024/01/24 13:00:00,20.6,58.4,45.6,"-15.096104,-15.873412"
566,2024/01/24 14:00:00,28.19,4.04,14.04,"-20.906117,128.733719"
567,2024/01/24 15:00:00,38.84,96.28,29.14,"60.555431,47.392507"
568,2024/01/24 16:00:00,36.04,9.48,9.35,"84.649892,-131.575087"
569,2024/01/24 17:00:00,16.3,32.36,98.35,"10.897818,122.653264"
570,2024/01/24 18:00:00,42.86,88.53,91.85,"56.171995,150.84287"
571,2024/01/24 19:00:00,44.17,81.77,89.76,"-67.141536,-116.591955"
572,2024/01/24 20:00:00,12.55,9.38,79.53,"-14.299875,-83.096421"
573,2024/01/24 21:00:00,32.75,4.82,52.51,"-15.110152,27.379576"
574,2024/01/24 22:00:00,48.06,21.37,70.02,"-18.684037,109.934544"
575,2024/01/24 23:00:00,26.18,96.88,26.89,"4.505172,-49.864585"
576,2024/01/25 00:00:00,49.1,68.31,96.66,"-5.946252,-30.47271"
577,2024/01/25 01:00:00,33.88,64.31,87.81,"-76.276616,-11.227903"
578,2024/01/25 02:00:00,22.86,87.94,21.15,"-32.568101,170.558012"
579,2024/01/25 03:00:00,0.76,41.55,93.28,"-30.640321,-111.133938"
580,2024/01/25 04:00:00,29.39,95.26,19.34,"-38.463128,-28.58446"
581,2024/01/25 05:00:00,28.34,96.42,37.91,"21.980576,123.072827"
582,2024/01/25 06:00:00,35.41,28.27,50.99,"62.764967,119.181419"
583,2024/01/25 07:00:00,5.08,58.95,27.82,"40.916724,32.358009"
584,2024/01/25 08:00:00,29.2,69.7,28.54,"-48.328155,63.437063"
585,2024/01/25 09:00:00,8.01,96.9,61.21,"-73.826692,-47.814742"
586,2024/01/25 10:00:00,29.65,11.65,42.15,"46.38468,38.035604"
587,2024/01/25 11:00:00,41.13,7.22,91.38,"85.895586,169.9431"
588,2024/01/25 12:00:00,45.03,41.3,76.26,"73.177081,-83.251165"
589,2024/01/25 13:00:00,12.9,86.64,35.45,"-46.689267,34.501149"
590,2024/01/25 14:00:00,7.24,22.66,60.99,"-33.640868,-144.657729"
591,2024/01/25 15:00:00,23.3,31.57,15.5,"-58.480663,-46.386963"
592,2024/01/25 16:00:00,24.23,30.58,51.3,"-22.97016,125.379221"
593,2024/01/25 17:00:00,39.65,20.98,49.36,"10.723043,-139.05366"
594,2024/01/25 18:00:00,18.39,98.61,68.04,"-53.493907,-138.848509"
595,2024/01/25 19:00:00,16.92,88.52,90.58,"-62.600843,-26.178013"
596,2024/01/25 20:00:00,3.12,24.83,59.04,"77.822895,42.441046"
597,2024/01/25 21:00:00,25.27,66.6,4.45,"12.244454,-139.353441"
598,2024/01/25 22:00:00,47.94,25.69,1.06,"8.347916,29.977916"
599,2024/01/25 23:00:00,18.11,21.99,86.58,"80.169322,-49.677107"
600,2024/01/26 00:00:00,13.6,18.83,52.68,"56.790183,-12.384944"
601,2024/01/26 01:00:00,8.47,90.59,27.52,"79.581924,-148.694929"
602,2024/01/26 02:00:00,25.73,41.16,67.75,"71.192371,-77.022797"
603,2024/01/26 03:00:00,25.85,95.16,41.45,"31.503631,-81.057861"
604,2024/01/26 04:00:00,17.09,10.67,99.42,"-83.024901,-92.364667"
605,2024/01/26 05:00:00,23.92,7.0,54.76,"-77.142787,-27.9776"
606,2024/01/26 06:00:00,42.17,40.06,98.1,"-41.485671,-40.847316"
607,2024/01/26 07:00:00,15.78,77.46,30.15,"33.988819,30.412985"
608,2024/01/26 08:00:00,20.83,87.06,13.98,"21.583136,-67.737183"
609,2024/01/26 09:00:00,48.47,79.7,29.02,"-2.544769,-35.76551"
610,2024/01/26 10:00:00,9.32,51.58,95.7,"-57.454613,81.986485"
611,2024/01/26 11:00:00,22.55,99.73,17.11,"33.360931,-11.023719"
612,2024/01/26 12:00:00,4.82,61.71,41.23,"-65.602898,67.940375"
613,2024/01/26 13:00:00,24.02,22.14,28.47,"-55.942085,76.203387"
614,2024/01/26 14:00:00,30.85,53.74,2.56,"24.372674,-140.038404"
615,2024/01/26 15:00:00,41.9,44.75,74.24,"-49.911374,-9.84795"
616,2024/01/26 16:00:00,36.66,51.39,77.67,"-46.402432,54.361419"
617,2024/01/26 17:00:00,41.42,42.05,44.15,"-42.376683,75.575994"
618,2024/01/26 18:00:00,2.91,73.86,93.79,"-87.704897,154.979455"
619,2024/01/26 19:00:00,25.84,20.38,66.62,"-36.38936,-59.457372"
620,2024/01/26 20:00:00,34.54,38.44,54.39,"-11.057652,129.650936"
621,2024/01/26 21:00:00,41.97,10.1,26.4,"-12.016112,-11.810571"
622,2024/01/26 22:00:00,41.4,61.87,13.7,"-88.794815,-10.810195"
623,2024/01/26 23:00:00,15.81,91.35,62.04,"-9.541937,-34.256468"
624,2024/01/27 00:00:00,20.81,26.79,80.82,"20.655437,99.365351"
625,2024/01/27 01:00:00,13.03,89.43,61.83,"-4.9592,-110.749967"
626,2024/01/27 02:00:00,47.63,86.87,74.17,"13.423987,55.306967"
627,2024/01/27 03:00:00,19.49,34.8,43.42,"79.956055,-77.579445"
628,2024/01/27 04:00:00,5.64,31.4,26.97,"37.431602,-62.783193"
629,2024/01/27 05:00:00,12.34,58.19,55.43,"76.585542,29.442701"
630,2024/01/27 06:00:00,14.91,4.58,9.39,"-58.727037,83.606747"
631,2024/01/27 07:00:00,6.94,33.78,66.32,"88.602541,165.376179"
632,2024/01/27 08:00:00,46.47,99.82,96.31,"-35.308242,-95.682723"
633,2024/01/27 09:00:00,45.42,28.66,7.65,"20.581315,100.095212"
634,2024/01/27 10:00:00,5.83,19.42,70.53,"-35.425527,-170.968311"
635,2024/01/27 11:00:00,17.37,76.99,22.12,"23.989409,-171.207688"
636,2024/01/27 12:00:00,21.88,29.53,47.89,"36.501037,54.284156"
637,2024/01/27 13:00:00,6.47,39.26,43.76,"16.601696,-57.029116"
638,2024/01/27 14:00:00,12.06,86.55,20.01,"-89.301186,52.636695"
639,2024/01/27 15:00:00,0.45,98.91,75.4,"-14.069473,-15.360924"
640,2024/01/27 16:00:00,10.08,97.03,26.49,"5.198805,-78.47693"
641,2024/01/27 17:00:00,33.17,35.69,48.08,"-80.924538,61.850628"
642,2024/01/27 18:00:00,29.88,48.44,72.35,"83.641912,99.412113"
643,2024/01/27 19:00:00,43.65,61.37,55.66,"-84.543559,-142.087406"
644,2024/01/27 20:00:00,32.12,53.75,76.97,"26.651211,161.662156"
645,2024/01/27 21:00:00,15.73,59.19,71.73,"-89.649606,97.901375"
646,2024/01/27 22:00:00,25.04,2.44,37.95,"44.467975,-112.96466"
647,2024/01/27 23:00:00,30.55,39.69,74.46,"-87.041615,-170.144523"
648,2024/01/28 00:00:00,7.4,23.1,98.29,"8.633471,85.286438"
649,2024/01/28 01:00:00,47.89,45.96,11.05,"50.957714,123.46639"
650,2024/01/28 02:00:00,43.6,83.91,79.15,"-57.995576,-177.743926"
651,2024/01/28 03:00:00,12.26,5.32,40.25,"-34.833993,-41.851082"
652,2024/01/28 04:00:00,37.92,62.89,42.84,"54.527795,-87.516699"
653,2024/01/28 05:00:00,25.21,75.98,5.73,"75.374067,-71.772694"
654,2024/01/28 06:00:00,33.3,19.24,87.5,"79.156766,11.120199"
655,2024/01/28 07:00:00,27.71,11.36,93.56,"-33.174071,-70.919153"
656,2024/01/28 08:00:00,32.29,20.38,67.53,"59.012777,-60.062005"
657,2024/01/28 09:00:00,30.46,37.52,74.71,"-36.441576,27.539338"
658,2024/01/28 10:00:00,49.03,77.23,38.58,"-80.096022,-79.146517"
659,2024/01/28 11:00:00,2.87,62.85,94.15,"52.66487,-174.591305"
660,2024/01/28 12:00:00,1.44,41.42,94.2,"73.972107,-40.476436"
661,2024/01/28 13:00:00,2.44,17.4,39.11,"43.573895,33.101644"
662,2024/01/28 14:00:00,32.18,32.95,75.2,"-60.502804,-14.20261"
663,2024/01/28 15:00:00,21.95,26.3,78.53,"-7.364664,-32.366429"
664,2024/01/28 16:00:00,32.33,41.48,18.97,"17.493087,-69.432846"
665,2024/01/28 17:00:00,35.45,42.89,21.68,"-49.864496,66.10843"
666,2024/01/28 18:00:00,39.04,85.64,3.56,"-21.793439,-24.507119"
667,2024/01/28 19:00:00,36.93,77.05,72.85,"21.215399,160.691715"
668,2024/01/28 20:00:00,25.26,95.29,43.97,"-53.197826,116.753523"
669,2024/01/28 21:00:00,39.11,93.78,91.09,"35.905556,177.763182"
670,2024/01/28 22:00:00,42.28,0.21,68.6,"66.462525,64.846165"
671,2024/01/28 23:00:00,29.84,89.7,47.18,"80.037862,-115.63197"
672,2024/01/29 00:00:00,49.63,62.0,44.43,"-14.79764,-46.634585"
673,2024/01/29 01:00:00,12.12,45.02,0.04,"-1.22369,-21.146589"
674,2024/01/29 02:00:00,11.7,42.61,42.62,"21.56183,65.484999"
675,2024/01/29 03:00:00,41.1,73.74,55.7,"-19.951666,-126.026435"
676,2024/01/29 04:00:00,38.52,33.5,19.2,"-24.198345,102.020745"
677,2024/01/29 05:00:00,41.07,6.36,61.9,"-0.858144,120.631682"
678,2024/01/29 06:00:00,23.4,16.78,19.8,"9.198453,22.029588"
679,2024/01/29 07:00:00,19.98,30.41,14.91,"8.227123,-84.639616"
680,2024/01/29 08:00:00,1.77,52.46,32.59,"-54.618825,-16.036503"
681,2024/01/29 09:00:00,40.15,78.62,18.4,"15.704704,-78.388947"
682,2024/01/29 10:00:00,45.3,28.04,77.47,"-26.561503,-72.446243"
683,2024/01/29 11:00:00,47.61,75.55,12.98,"30.019198,106.392466"
684,2024/01/29 12:00:00,39.85,31.57,17.57,"-80.37649,19.3432"
685,2024/01/29 13:00:00,29.47,22.26,20.81,"-43.952369,179.042583"
686,2024/01/29 14:00:00,30.18,22.96,72.27,"65.790964,-102.701263"
687,2024/01/29 15:00:00,31.56,34.33,4.19,"89.246176,177.507626"
688,2024/01/29 16:00:00,24.4,62.97,22.44,"-67.490278,73.648303"
689,2024/01/29 17:00:00,27.86,66.18,70.1,"-40.456898,124.543621"
